Workflow_ID,Process_Name,Process_Step,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Delay_Minutes,Approval_Level,Employee_Workload,Cost_Per_Task
WF_171,IT Support Ticket,5,TASK_171,Escalation,Low,Finance,EMP_108,4/5/2024 16:13,4/5/2024 19:35,117,202,1,85,Level 2,1,$188.28
WF_172,IT Support Ticket,2,TASK_172,Validation,Medium,HR,EMP_83,9/12/2024 12:17,9/12/2024 13:50,75,93,1,18,Level 3,8,$314.64
WF_173,IT Support Ticket,1,TASK_173,Data Entry,High,Operations,EMP_126,12/10/2024 12:20,12/10/2024 14:28,61,128,1,67,Level 3,2,$403.15
WF_174,Purchase Order,3,TASK_174,Review,High,IT,EMP_108,10/8/2024 23:34,10/9/2024 3:42,155,248,1,93,Level 2,8,$87.14
WF_175,IT Support Ticket,3,TASK_175,Review,High,Operations,EMP_110,3/23/2024 22:15,3/23/2024 22:42,29,27,0,0,Level 3,10,$80.58
WF_176,HR Onboarding,4,TASK_176,Approval,Critical,HR,EMP_138,9/22/2024 6:41,9/22/2024 11:08,151,267,1,116,Level 2,4,$285.13
WF_177,Customer Complaint,3,TASK_177,Review,Low,IT,EMP_44,5/19/2024 15:08,5/19/2024 16:22,55,74,1,19,Level 2,9,$189.56
WF_178,Customer Complaint,2,TASK_178,Validation,Medium,IT,EMP_29,10/3/2024 6:12,10/3/2024 6:39,21,27,1,6,Level 1,1,$189.85
WF_179,Customer Complaint,1,TASK_179,Data Entry,Critical,Operations,EMP_71,3/18/2024 21:18,3/19/2024 1:43,197,265,1,68,Level 1,1,$479.16
WF_180,IT Support Ticket,1,TASK_180,Data Entry,Medium,Finance,EMP_97,9/9/2024 6:13,9/9/2024 10:13,213,240,1,27,Level 2,7,$124.97
WF_181,Purchase Order,3,TASK_181,Review,Critical,Customer Service,EMP_10,10/23/2024 15:55,10/23/2024 19:10,105,195,1,90,Level 3,5,$105.18
WF_182,HR Onboarding,1,TASK_182,Data Entry,Low,Customer Service,EMP_3,7/25/2024 2:48,7/25/2024 6:28,127,220,1,93,Level 1,10,$279.64
WF_183,IT Support Ticket,5,TASK_183,Escalation,Low,Finance,EMP_122,7/5/2024 21:11,7/5/2024 23:34,125,143,1,18,Level 3,7,$157.05
WF_184,IT Support Ticket,5,TASK_184,Escalation,Medium,HR,EMP_28,2/1/2024 22:16,2/2/2024 2:05,119,229,1,110,Level 2,7,$58.47
WF_185,IT Support Ticket,4,TASK_185,Approval,Low,IT,EMP_43,8/23/2024 7:01,8/23/2024 9:29,153,148,0,0,Level 2,9,$442.49
WF_186,Customer Complaint,4,TASK_186,Approval,High,Finance,EMP_38,12/5/2024 3:01,12/5/2024 5:33,112,152,1,40,Level 2,10,$235.00
WF_187,IT Support Ticket,2,TASK_187,Validation,Medium,Finance,EMP_77,1/17/2024 7:35,1/17/2024 12:11,178,276,1,98,Level 2,6,$423.58
WF_188,Invoice Approval,1,TASK_188,Data Entry,Low,Finance,EMP_26,1/27/2024 0:17,1/27/2024 1:49,55,92,1,37,Level 1,4,$303.55
WF_189,Purchase Order,2,TASK_189,Validation,Critical,IT,EMP_39,8/20/2024 20:00,8/21/2024 0:05,230,245,1,15,Level 2,3,$495.34
WF_190,HR Onboarding,1,TASK_190,Data Entry,High,HR,EMP_117,6/16/2024 5:55,6/16/2024 8:56,90,181,1,91,Level 2,6,$467.42
WF_191,Invoice Approval,2,TASK_191,Validation,Medium,HR,EMP_14,5/5/2024 11:40,5/5/2024 14:22,124,162,1,38,Level 2,6,$253.48
WF_192,Invoice Approval,3,TASK_192,Review,High,Customer Service,EMP_25,2/3/2024 21:55,2/3/2024 23:03,28,68,1,40,Level 1,3,$487.61
WF_193,HR Onboarding,5,TASK_193,Escalation,Medium,Operations,EMP_86,9/9/2024 15:31,9/9/2024 18:13,50,162,1,112,Level 1,10,$241.08
WF_194,Invoice Approval,4,TASK_194,Approval,Medium,HR,EMP_16,6/26/2024 2:45,6/26/2024 6:17,151,212,1,61,Level 3,1,$241.78
WF_195,Purchase Order,3,TASK_195,Review,Critical,HR,EMP_37,9/24/2024 8:17,9/24/2024 10:30,86,133,1,47,Level 2,4,$421.88
WF_196,Customer Complaint,3,TASK_196,Review,Low,Finance,EMP_136,7/31/2024 4:46,7/31/2024 7:36,59,170,1,111,Level 1,7,$273.55
WF_197,Purchase Order,3,TASK_197,Review,Critical,IT,EMP_142,6/14/2024 15:20,6/14/2024 17:28,50,128,1,78,Level 3,6,$440.56
WF_198,HR Onboarding,1,TASK_198,Data Entry,High,Customer Service,EMP_58,5/12/2024 9:57,5/12/2024 12:57,126,180,1,54,Level 3,9,$216.35
WF_199,HR Onboarding,5,TASK_199,Escalation,High,Operations,EMP_124,6/25/2024 4:54,6/25/2024 7:40,148,166,1,18,Level 3,6,$148.25
WF_200,Customer Complaint,1,TASK_200,Data Entry,Low,HR,EMP_31,9/14/2024 18:07,9/14/2024 22:49,177,282,1,105,Level 2,10,$448.45
WF_201,HR Onboarding,2,TASK_201,Validation,Critical,HR,EMP_142,9/6/2024 3:46,9/6/2024 7:58,164,252,1,88,Level 3,10,$238.71
WF_202,Purchase Order,4,TASK_202,Approval,High,HR,EMP_5,4/6/2024 19:59,4/6/2024 22:08,112,129,1,17,Level 3,7,$66.68
WF_203,IT Support Ticket,2,TASK_203,Validation,Low,Operations,EMP_58,1/10/2024 19:26,1/10/2024 21:09,56,103,1,47,Level 2,2,$375.19
WF_204,IT Support Ticket,3,TASK_204,Review,Low,Operations,EMP_36,1/29/2024 23:01,1/30/2024 2:11,134,190,1,56,Level 2,10,$470.49
WF_205,Customer Complaint,1,TASK_205,Data Entry,Critical,HR,EMP_97,8/5/2024 19:11,8/5/2024 23:31,155,260,1,105,Level 1,3,$111.02
WF_206,Purchase Order,5,TASK_206,Escalation,Low,Operations,EMP_147,9/7/2024 14:31,9/7/2024 15:38,18,67,1,49,Level 1,7,$155.90
WF_207,Customer Complaint,4,TASK_207,Approval,Critical,HR,EMP_142,7/25/2024 4:33,7/25/2024 6:53,58,140,1,82,Level 3,8,$136.52
WF_208,Customer Complaint,3,TASK_208,Review,Low,HR,EMP_67,9/23/2024 1:29,9/23/2024 5:26,131,237,1,106,Level 2,6,$85.44
WF_209,Invoice Approval,2,TASK_209,Validation,Low,Customer Service,EMP_30,7/12/2024 10:10,7/12/2024 14:06,232,236,1,4,Level 1,1,$280.93
WF_210,Customer Complaint,5,TASK_210,Escalation,High,Customer Service,EMP_94,5/12/2024 18:13,5/12/2024 20:21,114,128,1,14,Level 3,1,$256.35
WF_211,Customer Complaint,4,TASK_211,Approval,Medium,Customer Service,EMP_26,7/11/2024 13:47,7/11/2024 15:50,10,123,1,113,Level 3,7,$476.33
WF_212,HR Onboarding,3,TASK_212,Review,Critical,Operations,EMP_56,9/21/2024 8:04,9/21/2024 11:05,89,181,1,92,Level 1,4,$235.85
WF_213,Customer Complaint,2,TASK_213,Validation,Low,HR,EMP_11,11/14/2024 9:13,11/14/2024 14:15,218,302,1,84,Level 1,2,$84.79
WF_214,Purchase Order,1,TASK_214,Data Entry,Low,HR,EMP_139,8/29/2024 3:04,8/29/2024 4:43,81,99,1,18,Level 2,4,$415.19
WF_215,Purchase Order,3,TASK_215,Review,Low,Operations,EMP_52,2/12/2024 2:54,2/12/2024 6:05,88,191,1,103,Level 2,8,$58.59
WF_216,Purchase Order,3,TASK_216,Review,Low,IT,EMP_86,4/5/2024 5:48,4/5/2024 10:02,186,254,1,68,Level 2,6,$161.52
WF_217,HR Onboarding,2,TASK_217,Validation,Medium,Finance,EMP_109,5/22/2024 15:19,5/22/2024 16:21,56,62,1,6,Level 3,7,$347.60
WF_218,HR Onboarding,5,TASK_218,Escalation,Medium,IT,EMP_39,12/7/2024 23:52,12/8/2024 2:16,122,144,1,22,Level 2,6,$184.99
WF_219,Purchase Order,5,TASK_219,Escalation,Low,IT,EMP_76,10/6/2024 8:31,10/6/2024 11:07,65,156,1,91,Level 1,7,$195.60
WF_220,Purchase Order,3,TASK_220,Review,Critical,IT,EMP_92,4/29/2024 12:05,4/29/2024 15:08,112,183,1,71,Level 2,6,$387.51
WF_221,IT Support Ticket,3,TASK_221,Review,Low,IT,EMP_137,7/4/2024 16:39,7/4/2024 19:14,157,155,0,0,Level 3,6,$358.87
WF_222,Invoice Approval,5,TASK_222,Escalation,Low,Operations,EMP_4,4/26/2024 2:46,4/26/2024 4:50,128,124,0,0,Level 3,1,$308.68
WF_223,HR Onboarding,1,TASK_223,Data Entry,Medium,Customer Service,EMP_46,1/29/2024 1:14,1/29/2024 3:21,13,127,1,114,Level 2,9,$497.37
WF_224,IT Support Ticket,4,TASK_224,Approval,High,IT,EMP_67,8/12/2024 23:10,8/13/2024 1:31,35,141,1,106,Level 1,4,$56.41
WF_225,HR Onboarding,1,TASK_225,Data Entry,Medium,IT,EMP_130,5/22/2024 7:30,5/22/2024 12:15,187,285,1,98,Level 3,9,$417.75
WF_226,HR Onboarding,4,TASK_226,Approval,Critical,Operations,EMP_96,4/12/2024 0:55,4/12/2024 3:55,166,180,1,14,Level 1,6,$241.19
WF_227,HR Onboarding,5,TASK_227,Escalation,Low,Finance,EMP_107,6/3/2024 6:37,6/3/2024 9:29,56,172,1,116,Level 3,5,$262.04
WF_228,HR Onboarding,4,TASK_228,Approval,Low,Finance,EMP_147,6/7/2024 18:30,6/7/2024 21:36,157,186,1,29,Level 1,3,$456.17
WF_229,Invoice Approval,5,TASK_229,Escalation,Critical,Finance,EMP_68,12/18/2024 3:54,12/18/2024 6:39,64,165,1,101,Level 2,3,$466.90
WF_230,Invoice Approval,4,TASK_230,Approval,Medium,Finance,EMP_4,3/25/2024 19:33,3/25/2024 22:41,157,188,1,31,Level 1,9,$188.88
WF_231,Customer Complaint,2,TASK_231,Validation,High,HR,EMP_138,1/14/2024 8:00,1/14/2024 13:11,228,311,1,83,Level 1,10,$412.75
WF_232,Purchase Order,3,TASK_232,Review,Medium,IT,EMP_93,8/4/2024 23:14,8/5/2024 1:45,67,151,1,84,Level 3,5,$130.95
WF_233,Purchase Order,1,TASK_233,Data Entry,High,Finance,EMP_63,2/15/2024 13:20,2/15/2024 17:20,163,240,1,77,Level 3,2,$427.52
WF_234,Purchase Order,5,TASK_234,Escalation,Low,IT,EMP_113,4/2/2024 7:55,4/2/2024 12:40,207,285,1,78,Level 1,4,$89.47
WF_235,Customer Complaint,2,TASK_235,Validation,Low,IT,EMP_23,6/17/2024 16:50,6/17/2024 19:33,118,163,1,45,Level 2,10,$267.75
WF_236,Purchase Order,2,TASK_236,Validation,Low,Finance,EMP_87,8/19/2024 12:59,8/19/2024 17:35,157,276,1,119,Level 3,7,$183.41
WF_237,Invoice Approval,4,TASK_237,Approval,High,Operations,EMP_13,7/20/2024 0:07,7/20/2024 3:37,153,210,1,57,Level 1,10,$386.66
WF_238,Customer Complaint,4,TASK_238,Approval,Low,IT,EMP_124,12/16/2024 20:37,12/16/2024 22:47,122,130,1,8,Level 2,2,$213.76
WF_239,Invoice Approval,1,TASK_239,Data Entry,Medium,Customer Service,EMP_98,8/19/2024 22:07,8/20/2024 0:15,108,128,1,20,Level 2,5,$280.94
WF_240,Customer Complaint,1,TASK_240,Data Entry,Low,Finance,EMP_56,3/11/2024 1:47,3/11/2024 3:19,97,92,0,0,Level 1,2,$70.17
WF_241,Customer Complaint,4,TASK_241,Approval,Low,Finance,EMP_18,9/27/2024 22:58,9/28/2024 1:26,40,148,1,108,Level 2,3,$439.10
WF_242,IT Support Ticket,2,TASK_242,Validation,High,Operations,EMP_8,6/3/2024 9:25,6/3/2024 14:00,216,275,1,59,Level 2,9,$283.28
WF_243,Purchase Order,2,TASK_243,Validation,High,Finance,EMP_24,5/21/2024 1:02,5/21/2024 6:16,206,314,1,108,Level 1,9,$322.16
WF_244,Customer Complaint,4,TASK_244,Approval,Critical,Customer Service,EMP_24,7/9/2024 13:16,7/9/2024 17:09,138,233,1,95,Level 1,8,$287.24
WF_245,IT Support Ticket,3,TASK_245,Review,Low,HR,EMP_34,5/3/2024 14:00,5/3/2024 17:21,138,201,1,63,Level 2,3,$81.63
WF_246,Purchase Order,4,TASK_246,Approval,Medium,Finance,EMP_70,7/13/2024 5:05,7/13/2024 9:38,176,273,1,97,Level 3,10,$387.59
WF_247,Purchase Order,4,TASK_247,Approval,High,HR,EMP_100,10/1/2024 11:31,10/1/2024 15:39,176,248,1,72,Level 3,4,$405.81
WF_248,Purchase Order,3,TASK_248,Review,High,Operations,EMP_25,1/21/2024 1:16,1/21/2024 4:58,114,222,1,108,Level 1,6,$297.48
WF_249,Customer Complaint,3,TASK_249,Review,Critical,HR,EMP_133,11/1/2024 6:05,11/1/2024 9:18,148,193,1,45,Level 3,1,$419.00
WF_250,Customer Complaint,3,TASK_250,Review,Low,Finance,EMP_39,7/28/2024 7:56,7/28/2024 8:19,24,23,0,0,Level 1,2,$53.22
WF_251,Invoice Approval,5,TASK_251,Escalation,Critical,Operations,EMP_126,8/29/2024 20:11,8/29/2024 22:49,146,158,1,12,Level 3,8,$459.52
WF_252,Customer Complaint,5,TASK_252,Escalation,Critical,Customer Service,EMP_87,3/13/2024 0:06,3/13/2024 3:52,154,226,1,72,Level 3,4,$65.10
WF_253,Purchase Order,4,TASK_253,Approval,Critical,Operations,EMP_135,6/10/2024 12:41,6/10/2024 14:12,24,91,1,67,Level 2,9,$379.48
WF_254,IT Support Ticket,3,TASK_254,Review,High,HR,EMP_93,1/26/2024 14:51,1/26/2024 17:42,114,171,1,57,Level 3,10,$299.58
WF_255,HR Onboarding,4,TASK_255,Approval,Low,Finance,EMP_113,7/12/2024 6:20,7/12/2024 7:32,28,72,1,44,Level 1,10,$373.71
WF_256,IT Support Ticket,3,TASK_256,Review,Medium,Operations,EMP_82,9/23/2024 0:30,9/23/2024 3:43,115,193,1,78,Level 2,8,$447.27
WF_257,Purchase Order,4,TASK_257,Approval,Critical,HR,EMP_4,1/2/2024 6:16,1/2/2024 7:56,53,100,1,47,Level 1,7,$227.94
WF_258,Invoice Approval,2,TASK_258,Validation,High,IT,EMP_133,1/19/2024 11:06,1/19/2024 11:16,11,10,0,0,Level 2,10,$496.10
WF_259,IT Support Ticket,2,TASK_259,Validation,Medium,IT,EMP_84,4/28/2024 3:39,4/28/2024 5:22,74,103,1,29,Level 2,3,$312.01
WF_260,HR Onboarding,4,TASK_260,Approval,Medium,IT,EMP_64,7/27/2024 20:48,7/28/2024 0:29,178,221,1,43,Level 2,4,$345.99
WF_261,Invoice Approval,5,TASK_261,Escalation,Critical,Finance,EMP_150,9/1/2024 6:57,9/1/2024 10:21,110,204,1,94,Level 3,9,$457.84
WF_262,Invoice Approval,2,TASK_262,Validation,Low,Operations,EMP_40,11/28/2024 12:49,11/28/2024 15:56,131,187,1,56,Level 3,4,$171.18
WF_263,Purchase Order,1,TASK_263,Data Entry,High,IT,EMP_18,4/15/2024 9:59,4/15/2024 13:04,147,185,1,38,Level 1,5,$387.03
WF_264,Invoice Approval,2,TASK_264,Validation,Critical,Finance,EMP_4,11/9/2024 22:21,11/10/2024 0:26,24,125,1,101,Level 3,9,$225.57
WF_265,Purchase Order,1,TASK_265,Data Entry,Low,IT,EMP_115,5/16/2024 21:46,5/16/2024 23:08,31,82,1,51,Level 2,2,$104.31
WF_266,Purchase Order,1,TASK_266,Data Entry,Low,HR,EMP_37,4/4/2024 10:27,4/4/2024 16:21,236,354,1,118,Level 2,1,$416.86
WF_267,Invoice Approval,4,TASK_267,Approval,Low,HR,EMP_99,4/27/2024 2:24,4/27/2024 7:35,222,311,1,89,Level 2,2,$236.46
WF_268,Purchase Order,2,TASK_268,Validation,Low,Operations,EMP_125,3/18/2024 4:55,3/18/2024 6:06,33,71,1,38,Level 3,4,$393.13
WF_269,Purchase Order,5,TASK_269,Escalation,High,HR,EMP_60,7/25/2024 0:01,7/25/2024 2:32,132,151,1,19,Level 1,7,$227.97
WF_270,Invoice Approval,5,TASK_270,Escalation,Low,Finance,EMP_137,5/29/2024 17:26,5/29/2024 22:22,222,296,1,74,Level 1,4,$371.48
WF_271,Purchase Order,3,TASK_271,Review,Low,Customer Service,EMP_1,11/27/2024 5:39,11/27/2024 9:58,203,259,1,56,Level 1,2,$125.05
WF_272,IT Support Ticket,2,TASK_272,Validation,High,Finance,EMP_44,3/27/2024 16:06,3/27/2024 18:57,168,171,1,3,Level 3,10,$367.23
WF_273,Customer Complaint,1,TASK_273,Data Entry,High,Operations,EMP_101,11/29/2024 5:19,11/29/2024 10:43,215,324,1,109,Level 3,10,$156.23
WF_274,IT Support Ticket,3,TASK_274,Review,Low,Operations,EMP_64,9/21/2024 1:49,9/21/2024 4:01,137,132,0,0,Level 1,1,$267.16
WF_275,Customer Complaint,2,TASK_275,Validation,High,Customer Service,EMP_29,3/16/2024 6:28,3/16/2024 10:18,136,230,1,94,Level 1,2,$331.39
WF_276,Purchase Order,3,TASK_276,Review,Low,HR,EMP_25,5/3/2024 17:25,5/3/2024 19:31,17,126,1,109,Level 1,4,$145.96
WF_277,IT Support Ticket,4,TASK_277,Approval,Low,Finance,EMP_53,11/24/2024 5:14,11/24/2024 9:12,229,238,1,9,Level 2,8,$168.09
WF_278,IT Support Ticket,2,TASK_278,Validation,High,Finance,EMP_11,1/13/2024 20:21,1/14/2024 0:50,193,269,1,76,Level 2,4,$321.02
WF_279,Purchase Order,1,TASK_279,Data Entry,Critical,Operations,EMP_122,11/26/2024 5:18,11/26/2024 9:35,159,257,1,98,Level 2,10,$262.71
WF_280,Customer Complaint,4,TASK_280,Approval,Medium,IT,EMP_11,7/18/2024 0:42,7/18/2024 2:02,57,80,1,23,Level 2,8,$454.03
WF_281,IT Support Ticket,4,TASK_281,Approval,Low,Customer Service,EMP_11,5/7/2024 22:58,5/8/2024 0:31,23,93,1,70,Level 3,1,$333.48
WF_282,HR Onboarding,4,TASK_282,Approval,Critical,IT,EMP_59,1/8/2024 23:37,1/9/2024 3:03,190,206,1,16,Level 1,1,$143.80
WF_283,Purchase Order,5,TASK_283,Escalation,Critical,Customer Service,EMP_16,9/26/2024 20:08,9/26/2024 21:32,70,84,1,14,Level 2,10,$432.35
WF_284,Customer Complaint,1,TASK_284,Data Entry,Low,Customer Service,EMP_146,11/16/2024 13:51,11/16/2024 18:32,198,281,1,83,Level 2,5,$212.34
WF_285,Invoice Approval,3,TASK_285,Review,Critical,Finance,EMP_112,4/18/2024 14:18,4/18/2024 18:40,216,262,1,46,Level 1,5,$437.73
WF_286,Customer Complaint,4,TASK_286,Approval,High,Operations,EMP_114,8/5/2024 2:26,8/5/2024 7:05,217,279,1,62,Level 3,3,$395.67
WF_287,Invoice Approval,4,TASK_287,Approval,Medium,HR,EMP_40,7/24/2024 16:20,7/24/2024 17:26,20,66,1,46,Level 2,8,$61.81
WF_288,Purchase Order,4,TASK_288,Approval,Critical,Customer Service,EMP_75,4/4/2024 12:28,4/4/2024 18:23,237,355,1,118,Level 2,5,$380.30
WF_289,IT Support Ticket,2,TASK_289,Validation,High,Operations,EMP_40,3/14/2024 5:05,3/14/2024 6:54,114,109,0,0,Level 1,7,$484.13
WF_290,HR Onboarding,3,TASK_290,Review,Critical,Finance,EMP_42,3/9/2024 2:23,3/9/2024 5:57,195,214,1,19,Level 3,1,$441.50
WF_291,HR Onboarding,5,TASK_291,Escalation,Medium,Finance,EMP_56,2/6/2024 14:08,2/6/2024 17:04,103,176,1,73,Level 1,8,$267.27
WF_292,IT Support Ticket,2,TASK_292,Validation,Low,HR,EMP_76,11/11/2024 6:40,11/11/2024 8:51,72,131,1,59,Level 2,2,$154.49
WF_293,IT Support Ticket,2,TASK_293,Validation,High,Operations,EMP_65,3/18/2024 17:50,3/18/2024 23:21,236,331,1,95,Level 3,5,$300.10
WF_294,HR Onboarding,5,TASK_294,Escalation,Medium,Customer Service,EMP_10,5/21/2024 11:59,5/21/2024 14:28,118,149,1,31,Level 3,7,$464.10
WF_295,Customer Complaint,4,TASK_295,Approval,Critical,Finance,EMP_119,3/21/2024 9:25,3/21/2024 11:33,20,128,1,108,Level 2,2,$464.47
WF_296,Purchase Order,3,TASK_296,Review,Critical,HR,EMP_56,3/7/2024 4:10,3/7/2024 7:59,229,229,0,0,Level 3,10,$254.78
WF_297,Purchase Order,3,TASK_297,Review,Critical,HR,EMP_69,4/2/2024 1:58,4/2/2024 2:47,51,49,0,0,Level 2,9,$419.24
WF_298,HR Onboarding,2,TASK_298,Validation,Medium,HR,EMP_139,5/12/2024 13:41,5/12/2024 15:41,73,120,1,47,Level 3,5,$249.11
WF_299,HR Onboarding,1,TASK_299,Data Entry,Medium,Customer Service,EMP_140,6/5/2024 4:52,6/5/2024 6:39,106,107,1,1,Level 1,1,$298.56
WF_300,IT Support Ticket,2,TASK_300,Validation,High,Operations,EMP_70,12/16/2024 19:22,12/16/2024 21:31,120,129,1,9,Level 1,2,$455.72
WF_301,Invoice Approval,3,TASK_301,Review,Medium,Operations,EMP_118,5/7/2024 15:25,5/7/2024 19:04,100,219,1,119,Level 3,10,$251.29
WF_302,HR Onboarding,2,TASK_302,Validation,Critical,Finance,EMP_4,12/14/2024 16:45,12/14/2024 20:48,189,243,1,54,Level 2,3,$473.82
WF_303,Invoice Approval,2,TASK_303,Validation,Critical,Finance,EMP_16,4/25/2024 17:20,4/25/2024 21:16,194,236,1,42,Level 3,7,$255.60
WF_304,Purchase Order,3,TASK_304,Review,Medium,Operations,EMP_84,2/26/2024 16:07,2/26/2024 20:23,159,256,1,97,Level 1,1,$368.13
WF_305,Purchase Order,3,TASK_305,Review,High,Operations,EMP_120,9/24/2024 17:55,9/24/2024 20:18,104,143,1,39,Level 1,9,$134.17
WF_306,IT Support Ticket,5,TASK_306,Escalation,Medium,IT,EMP_66,6/23/2024 17:58,6/23/2024 20:22,87,144,1,57,Level 3,4,$382.21
WF_307,Customer Complaint,5,TASK_307,Escalation,Medium,Finance,EMP_150,3/29/2024 12:20,3/29/2024 16:19,135,239,1,104,Level 3,3,$378.49
WF_308,IT Support Ticket,1,TASK_308,Data Entry,High,Operations,EMP_104,11/24/2024 7:51,11/24/2024 11:22,150,211,1,61,Level 3,8,$441.90
WF_309,Purchase Order,2,TASK_309,Validation,Medium,Operations,EMP_33,1/5/2024 0:13,1/5/2024 4:47,175,274,1,99,Level 3,8,$482.26
WF_310,Purchase Order,2,TASK_310,Validation,High,Customer Service,EMP_109,3/16/2024 14:45,3/16/2024 15:19,28,34,1,6,Level 1,5,$197.88
WF_311,Customer Complaint,5,TASK_311,Escalation,Critical,Operations,EMP_51,9/19/2024 12:12,9/19/2024 16:25,161,253,1,92,Level 3,2,$60.24
WF_312,Purchase Order,4,TASK_312,Approval,High,HR,EMP_97,6/26/2024 13:13,6/26/2024 17:18,188,245,1,57,Level 3,7,$486.83
WF_313,HR Onboarding,3,TASK_313,Review,Low,Customer Service,EMP_108,8/18/2024 19:12,8/18/2024 22:20,104,188,1,84,Level 3,6,$288.10
WF_314,IT Support Ticket,1,TASK_314,Data Entry,Medium,Customer Service,EMP_17,12/2/2024 10:47,12/2/2024 13:27,83,160,1,77,Level 3,1,$128.43
WF_315,HR Onboarding,1,TASK_315,Data Entry,High,HR,EMP_21,6/26/2024 7:24,6/26/2024 7:39,20,15,0,0,Level 1,4,$263.05
WF_316,Purchase Order,2,TASK_316,Validation,Critical,Customer Service,EMP_137,4/5/2024 12:14,4/5/2024 14:24,106,130,1,24,Level 1,6,$476.64
WF_317,Purchase Order,5,TASK_317,Escalation,Medium,HR,EMP_147,11/15/2024 8:41,11/15/2024 14:13,233,332,1,99,Level 3,6,$256.93
WF_318,IT Support Ticket,4,TASK_318,Approval,High,Customer Service,EMP_105,6/12/2024 0:11,6/12/2024 3:43,211,212,1,1,Level 2,3,$134.96
WF_319,HR Onboarding,1,TASK_319,Data Entry,Medium,IT,EMP_13,12/30/2024 23:03,12/31/2024 0:02,45,59,1,14,Level 1,1,$372.72
WF_320,HR Onboarding,4,TASK_320,Approval,Medium,IT,EMP_104,12/26/2024 21:09,12/27/2024 0:07,158,178,1,20,Level 2,3,$331.05
WF_321,IT Support Ticket,1,TASK_321,Data Entry,Low,IT,EMP_149,7/3/2024 23:51,7/4/2024 4:46,224,295,1,71,Level 2,9,$319.94
WF_322,Invoice Approval,2,TASK_322,Validation,Medium,Operations,EMP_65,11/13/2024 7:41,11/13/2024 12:29,207,288,1,81,Level 2,2,$87.99
WF_323,HR Onboarding,3,TASK_323,Review,High,IT,EMP_46,7/16/2024 9:37,7/16/2024 14:07,167,270,1,103,Level 3,4,$62.85
WF_324,IT Support Ticket,3,TASK_324,Review,Medium,HR,EMP_12,11/12/2024 4:43,11/12/2024 6:17,62,94,1,32,Level 3,1,$426.80
WF_325,Invoice Approval,5,TASK_325,Escalation,Critical,IT,EMP_30,1/11/2024 11:38,1/11/2024 13:50,126,132,1,6,Level 1,1,$130.21
WF_326,IT Support Ticket,3,TASK_326,Review,Low,IT,EMP_28,5/31/2024 13:45,5/31/2024 14:36,53,51,0,0,Level 1,8,$365.34
WF_327,Purchase Order,5,TASK_327,Escalation,High,Finance,EMP_76,4/30/2024 15:30,4/30/2024 18:30,75,180,1,105,Level 3,2,$197.29
WF_328,HR Onboarding,4,TASK_328,Approval,Critical,HR,EMP_24,8/12/2024 18:04,8/12/2024 19:49,59,105,1,46,Level 2,1,$478.04
WF_329,Purchase Order,2,TASK_329,Validation,Low,HR,EMP_90,5/27/2024 14:28,5/27/2024 16:23,94,115,1,21,Level 1,9,$494.16
WF_330,Customer Complaint,1,TASK_330,Data Entry,High,IT,EMP_112,5/17/2024 7:22,5/17/2024 10:40,131,198,1,67,Level 3,6,$127.69
WF_331,Customer Complaint,3,TASK_331,Review,High,Customer Service,EMP_118,9/13/2024 21:21,9/14/2024 0:58,173,217,1,44,Level 1,6,$353.68
WF_332,Invoice Approval,5,TASK_332,Escalation,Low,Finance,EMP_13,11/6/2024 2:16,11/6/2024 6:04,228,228,0,0,Level 2,7,$253.29
WF_333,Customer Complaint,2,TASK_333,Validation,Low,IT,EMP_74,8/27/2024 13:16,8/27/2024 16:45,121,209,1,88,Level 3,7,$394.46
WF_334,HR Onboarding,4,TASK_334,Approval,Critical,Operations,EMP_28,4/8/2024 10:42,4/8/2024 13:52,74,190,1,116,Level 1,2,$378.69
WF_335,IT Support Ticket,3,TASK_335,Review,High,IT,EMP_104,1/29/2024 14:04,1/29/2024 17:06,185,182,0,0,Level 3,9,$258.99
WF_336,Invoice Approval,4,TASK_336,Approval,Medium,HR,EMP_41,3/20/2024 13:11,3/20/2024 15:25,111,134,1,23,Level 1,8,$325.70
WF_337,HR Onboarding,4,TASK_337,Approval,Medium,Customer Service,EMP_64,11/17/2024 18:26,11/17/2024 21:49,137,203,1,66,Level 2,5,$113.07
WF_338,HR Onboarding,2,TASK_338,Validation,Critical,Operations,EMP_93,10/6/2024 5:40,10/6/2024 9:03,196,203,1,7,Level 3,10,$138.86
WF_339,IT Support Ticket,4,TASK_339,Approval,Medium,IT,EMP_132,9/22/2024 6:09,9/22/2024 9:55,221,226,1,5,Level 1,8,$495.86
WF_340,Invoice Approval,5,TASK_340,Escalation,High,Operations,EMP_72,11/29/2024 8:11,11/29/2024 10:00,25,109,1,84,Level 3,2,$56.95
WF_341,Customer Complaint,1,TASK_341,Data Entry,Medium,IT,EMP_50,8/21/2024 19:38,8/21/2024 23:50,139,252,1,113,Level 3,1,$132.64
WF_342,IT Support Ticket,1,TASK_342,Data Entry,Low,HR,EMP_80,11/28/2024 15:32,11/28/2024 19:38,171,246,1,75,Level 1,10,$467.00
